up,us,sp,ps,pu,su,nlw_p10_ecdf_1,nlw_p50_ecdf_1,nlw_p90_ecdf_1,nlw_p25_ecdf_1,nlw_p75_ecdf_1,nlw_share_leq0_1,nlw_p10_pctl_1,nlw_p25_pctl_1,nlw_p50_pctl_1,nlw_p75_pctl_1,nlw_p90_pctl_1,nlw_p10_ecdf_2,nlw_p50_ecdf_2,nlw_p90_ecdf_2,nlw_p25_ecdf_2,nlw_p75_ecdf_2,nlw_share_leq0_2,nlw_p10_pctl_2,nlw_p25_pctl_2,nlw_p50_pctl_2,nlw_p75_pctl_2,nlw_p90_pctl_2,nlw_p10_ecdf_3,nlw_p50_ecdf_3,nlw_p90_ecdf_3,nlw_p25_ecdf_3,nlw_p75_ecdf_3,nlw_share_leq0_3,nlw_p10_pctl_3,nlw_p25_pctl_3,nlw_p50_pctl_3,nlw_p75_pctl_3,nlw_p90_pctl_3,lqw_p10_ecdf_1,lqw_p50_ecdf_1,lqw_p90_ecdf_1,lqw_p25_ecdf_1,lqw_p75_ecdf_1,lqw_share_leq0_1,lqw_p10_pctl_1,lqw_p25_pctl_1,lqw_p50_pctl_1,lqw_p75_pctl_1,lqw_p90_pctl_1,lqw_p10_ecdf_2,lqw_p50_ecdf_2,lqw_p90_ecdf_2,lqw_p25_ecdf_2,lqw_p75_ecdf_2,lqw_share_leq0_2,lqw_p10_pctl_2,lqw_p25_pctl_2,lqw_p50_pctl_2,lqw_p75_pctl_2,lqw_p90_pctl_2,lqw_p10_ecdf_3,lqw_p50_ecdf_3,lqw_p90_ecdf_3,lqw_p25_ecdf_3,lqw_p75_ecdf_3,lqw_share_leq0_3,lqw_p10_pctl_3,lqw_p25_pctl_3,lqw_p50_pctl_3,lqw_p75_pctl_3,lqw_p90_pctl_3,ern_p10_pctl_2,ern_p25_pctl_2,ern_p50_pctl_2,ern_p75_pctl_2,ern_p90_pctl_2,ern_p10_pctl_3,ern_p25_pctl_3,ern_p50_pctl_3,ern_p75_pctl_3,ern_p90_pctl_3,lnern_avg_2,lnern_std_2,lnern_rho_2,lnern_avg_3,lnern_std_3,lnern_rho_3,lnern_avg_2_1,lnern_std_2_1,lnern_avg_3_1,lnern_std_3_1,lnern_avg_2_2,lnern_std_2_2,lnern_avg_3_2,lnern_std_3_2,lnern_avg_2_3,lnern_std_2_3,lnern_avg_3_3,lnern_std_3_3,lnern_avg_2_4,lnern_std_2_4,lnern_avg_3_4,lnern_std_3_4,dlnern_avg_ps,dlnern_p50_ps,dlnern_avg_sp,dlnern_p50_sp,pu_1,pu_2,pu_3,pu_4,su_1,su_2,su_3,su_4
.13803636,.06781745,.011796714,.021348882,.019518659,.0040534115,.10042065,.69824106,.90521109,.28078109,.76841694,.69824106,-29452.307,-11472.841,0,588.90027,33621.059,.10765997,.56794226,.89704484,.25649995,.73816115,.56794226,-27611.504,-6770.6216,0,6385.9067,51493.035,.094877578,.49685943,.90247321,.24869455,.75820428,.49210373,-21955.729,-4579.9658,23.540211,11821.905,85687.664,.41277009,.51557547,.91215771,.41277009,.78011745,.41277009,0,0,104.00093,2942.9956,34273.996,.25157699,.49596655,.89898986,.25157699,.74351519,.25157699,0,0,1308.5616,11378.909,60196.258,.22622772,.50442326,.9010011,.2485152,.75401521,.22622772,0,39.827187,2244.4548,18307.281,94189.086,981.34241,1623.2247,2663.2544,4274.561,7048.3076,642.98486,1296.5531,2574.1831,5023.291,9080.3115,7.8704357,.76680398,.76919329,7.8440218,.96710759,.52159745,6.9437613,.52694267,6.8081012,.726035,7.5830855,.46995872,7.5065751,.69325095,8.103898,.46928176,8.070303,.73659575,8.7986279,.48870721,8.7860985,.70018137,.017991548,-.018465996,.061197359,.17774963,.039588764,.021298947,.01338934,.0092997756,.008343582,.0044533345,.002629122,.0016324063
.14400594,.076731473,.011813116,.020140221,.020090165,.0046474896,.10005061,.63618201,.85258502,.25648507,.70980459,.63618201,-26358.045,-7844.8408,0,4968.9331,123545.63,.10478254,.5560528,.90100992,.23909865,.73655033,.5560528,-27169.717,-5885.0527,0,5956.1279,48623.949,.096835583,.47835279,.88986027,.24113585,.73688871,.47287899,-22392.719,-4168.9888,144.73572,15711.859,99112.742,.33985937,.46182469,.85023397,.33985937,.69051301,.33985937,0,0,249.1096,9168.2988,123545.63,.25116593,.48360074,.90161699,.25116593,.73120999,.25116593,0,0,1470.2338,12448.382,58583.301,.21741022,.48718166,.88838279,.24195181,.73210776,.21741022,0,63.267761,2542.1597,21703.609,108180.68,960.82019,1648.1643,2753.3945,4487.9746,7449.8755,645.35693,1284.7124,2530.7104,4934.4346,9371.7207,7.8993073,.80135,.78955168,7.8372898,.97000015,.56161517,6.9039283,.53920352,6.81567,.74816203,7.5701585,.51395988,7.5079188,.69528174,8.1158686,.47616765,8.0734529,.6942904,8.8541613,.51086515,8.8141193,.7286706,.044889897,-.0011558533,.080081306,.11211872,.037073772,.025239861,.012667594,.0086066574,.0078558503,.0059341784,.0029903338,.0019063114
.14586417,.076880105,.011226367,.021882623,.019922532,.0039921566,.14190286,.66506106,.89068705,.29788128,.72807467,.66506106,-54525.82,-13323.712,0,1657.5729,39920.25,.10376045,.58322668,.90596956,.24846588,.76135218,.58322668,-26768.436,-6415.083,0,4179.3306,45943.188,.098058991,.50536591,.89742762,.25494581,.75692981,.50116235,-22260.438,-4894.0049,0,11926.557,92647.961,.39455414,.4937526,.88837409,.39455414,.73470604,.39455414,0,0,176.85335,5035.3145,44066.949,.26240337,.51486099,.90603215,.26240337,.76124614,.26240337,0,0,1129.6305,9794.8545,53827.359,.22497,.51075721,.89633083,.24851099,.75712949,.22497,0,39.827187,2141.7559,17424.393,99119.906,914.44769,1516.0479,2549.1462,4250.3833,6961.0586,635.53992,1294.5394,2522.1912,4931.9526,9039.8213,7.8245749,.79236674,.77100343,7.8271184,.96860677,.54522741,6.9490442,.5356546,6.841126,.76153177,7.5549293,.5117892,7.4886265,.68183833,8.1129103,.49369752,8.0672913,.72015065,8.8302174,.4730579,8.8150988,.70606917,-.0072201919,-.018465996,.14725697,.18922663,.029364336,.022736341,.018454196,.0094337026,.0074201627,.0049105431,.0027750682,.0016059488
.13417532,.074143536,.01158005,.021433372,.019787742,.0042390828,.096038394,.69689995,.93575865,.27111563,.77867007,.69689995,-25763.906,-11472.841,0,341.97064,14785.84,.098313868,.56910211,.89736527,.23808488,.74870259,.56910211,-25023.188,-5960.8022,0,5351.0664,52472.316,.098394118,.51065093,.89990532,.25640774,.76092148,.50632447,-22644.793,-4957.3203,0,11546.321,88596.906,.3665638,.51480508,.93578005,.3665638,.78285116,.3665638,0,0,99.268799,2947.3416,22708.852,.24125241,.49431205,.89842284,.24125241,.74921745,.24125241,0,5.9064603,1359.4907,10794.424,61235.918,.23540272,.51312184,.90045166,.26102859,.76419836,.23540272,0,15.184263,2113.5889,16761.967,95808.109,907.98877,1545.7159,2648.2295,4458.5161,7266.4019,622.49963,1236.5596,2461.6367,4708.042,8585.7236,7.8543544,.80330306,.7967574,7.7764168,.96596807,.56214476,6.8707318,.56064886,6.8030024,.71495116,7.5656247,.48398229,7.4903407,.67979515,8.0957108,.46755603,8.0646496,.7095356,8.8404694,.47290614,8.7767611,.72561342,-.035323873,-.071341038,.14929509,.18922663,.035037339,.026572295,.012989305,.0091630155,.0085591311,.0040030451,.002698679,.0021053781
.13697317,.074082308,.010559529,.021511389,.021414205,.0040267007,.088309191,.68089795,.908099,.26444191,.7647717,.68089795,-25763.906,-9411.0742,0,588.90027,21822.953,.11054225,.58175594,.90124464,.2616916,.76402754,.58175594,-30095.137,-7328.042,0,3886.0828,49391.738,.099091366,.50927269,.90291041,.24387977,.75912726,.50326723,-22680.807,-4237.6094,0,11755.24,85687.664,.38288209,.50366974,.90382618,.38288209,.79381049,.38288209,0,0,99.268799,2772.9138,27008.502,.2624591,.51910686,.90012002,.2624591,.76992732,.2624591,0,0,1135.4426,8949.9805,59001.309,.23821415,.50661558,.90279031,.26369473,.7557779,.23821415,0,11.362552,2193.9373,17319.48,93638.273,943.42908,1559.9541,2616.0806,4274.1182,7079.6733,623.44952,1236.5093,2475.084,4712.7563,8706.623,7.8437481,.78208745,.79020935,7.7862334,.97255635,.54737359,6.9185104,.54895419,6.8181868,.71879232,7.561717,.5081116,7.4951267,.72004223,8.1013832,.45536461,8.0486965,.71200305,8.8098145,.4883,8.7986555,.70195514,-.010311055,.0094099045,.18147475,.24013615,.036548123,.026834873,.013719926,.013631689,.0072042365,.0044589266,.003201829,.0014127119
.13335547,.078032359,.01115248,.021788074,.019598993,.0049383612,.11816902,.68785638,.89993834,.26567614,.74507576,.68785638,-32951.398,-9067.0586,0,976.38837,38895.781,.1007468,.5580585,.89448857,.25273308,.74543738,.5580585,-26236.508,-6592.377,0,5773.1606,53539.926,.096204191,.51392615,.90109348,.2516908,.75658649,.5089376,-22095.156,-4733.0825,0,12157.888,87692.82,.39570555,.50149262,.90226007,.39570555,.76080483,.39570555,0,0,124.07705,3704.9968,39893.105,.22866356,.49345273,.89776814,.22866356,.74990028,.22866356,0,12.468678,1359.4907,10708.779,60642.148,.23548566,.50738204,.90322322,.26042312,.75949079,.23548566,0,12.556335,2190.592,17424.393,93344.156,938.48529,1575.5907,2662.8813,4508.9033,7467.5972,621.7984,1255.9174,2525.5535,4979.2905,9323.918,7.8709946,.80843532,.78700519,7.8172097,.98480755,.55270737,6.91886,.55606294,6.812078,.72954261,7.5518703,.51328814,7.4927263,.68638617,8.1102362,.47499368,8.0720615,.73745394,8.8414469,.4891417,8.8149538,.72359818,.02916231,.014923096,.19390202,.32642269,.036873832,.024029873,.012894345,.0095191784,.0091665015,.0055619981,.0033034619,.0020480517
.13592072,.07809753,.01090639,.021707991,.019717794,.0047448776,.088453323,.70172817,.89417183,.2815049,.75890356,.70172817,-25763.906,-11472.841,0,745.97253,43703.5,.097611785,.57666683,.90551311,.2428696,.75393069,.57666683,-24865.752,-5885.0527,0,4900.7793,48526.898,.1067725,.49399284,.89550525,.25530764,.74712217,.48834214,-24635.203,-4862.7842,48.500275,13092.111,92647.961,.36658517,.51245642,.89662373,.36658517,.75294757,.36658517,0,0,104.00093,3742.2957,44685.73,.26064211,.49591175,.90432489,.26064211,.75994927,.26064211,0,0,1304.3403,9705.3799,53827.359,.22582549,.49846068,.89489663,.249106,.75069517,.22582549,0,39.827187,2348.5535,19060.586,101256.8,965.68494,1619.6547,2734.7434,4297.0854,7488.1001,634.80579,1264.0599,2593.1062,5036.9673,9453.9844,7.8887739,.7862581,.79515785,7.8478789,.98697871,.53982568,6.9505382,.51605994,6.8202534,.75160402,7.5462995,.49527955,7.5127406,.72064084,8.1089392,.46783555,8.0704212,.71356493,8.8429232,.53627455,8.8357773,.72439301,-.024979755,-.026987076,.031482242,.074792385,.031433549,.024223253,.015394989,.010808697,.0078801271,.0053580268,.0035459911,.0028445711
.14963062,.073536344,.01118738,.020909665,.019438135,.0034609444,.092256457,.64274776,.90503603,.26088288,.74459052,.64274776,-25763.906,-8063.6182,0,1093.267,33096.195,.093588844,.56470704,.89657909,.24120313,.74149925,.56470704,-25023.188,-5948.7847,0,5891.0269,53324.992,.10758597,.50608218,.8977071,.26548788,.75491768,.50172478,-24824.59,-5676.8081,0,12351.245,89283.773,.32959077,.46722856,.90503603,.32959077,.73126137,.32959077,0,0,199.13593,5113.4468,38711.707,.24413456,.49905327,.89699262,.24413456,.73799706,.24413456,0,2.2658179,1277.1814,11834.54,62346.941,.22240326,.50142497,.89752442,.24887094,.75103492,.22240326,0,43.515064,2311.1318,18985.131,99037.875,1000.5916,1601.3304,2613.1528,4105.7666,6986.1108,648.19916,1271.4022,2546.8528,4959.7578,9096.2871,7.8582816,.7655986,.79266471,7.8319869,.97083509,.56558955,6.984724,.53248745,6.8435874,.73157251,7.5586863,.49667144,7.4903464,.70365119,8.1234732,.45041421,8.0566893,.70389396,8.8434343,.4995648,8.821538,.70386463,.035728808,-.054571152,.21919435,.2946744,.02973995,.024236605,.014339929,.007805727,.0053990441,.0051392224,.0024668113,.0011306806
.13631503,.06875547,.011064783,.021333044,.02019072,.0036993327,.14158773,.67875922,.90229684,.26320609,.77346426,.67875922,-56195.98,-9477.3027,0,452.13394,25011.475,.10007773,.56774217,.89624387,.25595668,.75396419,.56774217,-25685.119,-7036.6978,0,4745.082,54254.625,.096542157,.50358546,.90307117,.24534455,.76281661,.49782792,-22011.664,-4453.5508,5.0236692,11497.235,84249.844,.37957081,.52092493,.90231913,.37957081,.76928657,.37957081,0,0,95.604965,2947.3416,39893.105,.24970239,.49643826,.8933695,.24970239,.74947447,.24970239,0,.95604968,1299.817,10593.095,63585.164,.23520879,.5116697,.89936978,.25667903,.762402,.23520879,0,19.603117,2113.5889,16524.4,96240.625,937.85162,1551.3256,2578.6697,4186.8838,6951.5659,642.88794,1277.2316,2528.1199,4822.3408,8753.2822,7.8344126,.78634626,.78318453,7.8204136,.95955616,.53125584,6.9203362,.5478043,6.8030257,.71045035,7.5489168,.49516517,7.5200305,.71524221,8.0950089,.4691875,8.0760269,.71756923,8.835515,.47909206,8.7913494,.69859254,-.0010869951,-.018465996,.15277162,.22142124,.034857713,.025016049,.012790728,.010333683,.0077653793,.0038129494,.0022764807,.0024451998
.12846556,.080094293,.011056744,.021253753,.018982772,.0037668373,.10827219,.69498503,.92797363,.26874146,.78716785,.69498503,-29452.307,-11472.841,0,104.00093,10175.41,.10563327,.57705534,.89605129,.26730514,.7604636,.57705534,-27611.504,-7749.9917,0,4280.8535,53881.32,.10734638,.5231536,.9047631,.26319268,.77041245,.51770639,-24675.803,-5338.5352,0,10391.688,83629.398,.36644492,.52453023,.93298984,.36644492,.80306703,.36644492,0,0,99.032639,2664.1831,21404.266,.24696985,.49291342,.89709479,.24696985,.75599825,.24696985,0,1.1362551,1388.0582,10292.188,61773.973,.23739997,.51637381,.90486389,.26402903,.76545411,.23739997,0,11.362552,1982.9281,16524.4,91665.867,953.92877,1590.7572,2639.1658,4225.5405,7031.7334,619.36877,1249.5627,2485.4629,4738.7681,8649.3418,7.858798,.77442771,.77118951,7.7857146,.97101641,.53169292,6.9377246,.53776193,6.8049297,.75626183,7.5666485,.47821727,7.5044217,.70245713,8.102356,.47739986,8.0666637,.72452396,8.8474169,.49370593,8.7737007,.72251701,-.018012812,.0094099045,.26639283,.34517431,.031576484,.022514844,.013887743,.01018521,.0066576982,.0043064151,.0027749427,.001900722
.14166179,.075168289,.011134358,.021283679,.019389093,.0041026138,.10328545,.64993763,.86960846,.24225999,.73919779,.64993763,-26358.045,-6696.8662,0,1606.6437,88615.484,.097534575,.55485779,.89085585,.26148313,.73110884,.55485779,-25643.523,-7339.2295,0,6721.4585,55261.461,.095697626,.49615678,.89747542,.25072613,.75250208,.49168527,-21914.285,-4677.9165,24.4641,12484.686,89315.586,.36745629,.48326185,.8719613,.36745629,.74625969,.36745629,0,0,196.03116,4391.1504,100498.9,.2344255,.48586091,.8922438,.2344255,.72893304,.2344255,0,12.169956,1455.8069,12714.097,63585.164,.22069609,.50777805,.89685208,.243258,.75435483,.22069609,0,58.951115,2220.6187,18073.768,100352.92,980.31543,1605.3199,2631.2202,4182.8232,7265.8555,627.81677,1255.6335,2504.9463,4693.3066,8568.208,7.8643942,.79138702,.80387533,7.7930417,.96146238,.52327269,6.9290466,.55244797,6.8609796,.76777416,7.5538449,.50820166,7.5018897,.69971031,8.0868769,.4564414,8.0530605,.71133596,8.8709974,.50714481,8.7870035,.70503867,.042526454,.041816235,.15008815,.17774963,.033491701,.024610499,.01336886,.0098691583,.0080515733,.0050631016,.0024362025,.0013599052
.13358061,.080771126,.010737859,.020595977,.019065127,.0042723287,.10990188,.7016269,.91266012,.24731725,.76405126,.7016269,-29452.307,-7060.4268,0,452.13394,28900.809,.095887884,.58500022,.89191306,.24529624,.75119847,.58500022,-25023.188,-6272.7817,0,5200.0464,56525.754,.10463481,.49701345,.89019293,.25884068,.73881197,.49387151,-24247.139,-5216.6416,19.051611,15444.795,98143.727,.3931171,.50569838,.91268253,.3931171,.74666417,.3931171,0,0,123.66863,4247.3188,33621.059,.25958824,.51098955,.89469308,.25958824,.74321729,.25958824,0,0,1180.0262,11296.305,63723.496,.22979309,.50244612,.89178687,.25275987,.74022156,.22979309,0,30.368526,2273.2334,20796.855,104217.06,980.31543,1647.246,2665.7473,4343.0723,7497.6709,656.08435,1327.8468,2611.9126,5023.6563,9298.8984,7.8838677,.78952724,.79133731,7.8538208,.9688639,.54333478,6.9341006,.53557622,6.8008819,.73164076,7.5615544,.51111382,7.490407,.7289657,8.1218176,.46020532,8.0797386,.6868301,8.8665457,.49751481,8.8041811,.70811313,-.0087336376,.01449585,.077768974,.068949699,.033471502,.022918047,.013432091,.010584163,.0080010351,.005226546,.0026779692,.0022918319
.14712238,.071198583,.011159076,.021048119,.020235518,.0037631134,.071208753,.69952148,.90735596,.27631941,.75898302,.69952148,-21881.51,-12559.173,0,588.90027,28900.809,.094837852,.56557405,.90439183,.24102679,.75207788,.56557405,-23866.867,-6108.5205,0,5108.0874,44093.723,.10121933,.52721971,.90277511,.25100985,.76396132,.52192914,-23156,-4746.2827,0,11237.24,84249.844,.37179813,.49743885,.90737867,.37179813,.74538517,.37179813,0,0,142.88707,4421.0122,34273.996,.24676207,.50886488,.90476459,.24676207,.75294703,.24676207,0,2.3177457,1216.9956,10410.437,53827.359,.24940732,.51440889,.90340126,.2714732,.76533991,.24940732,0,1.1555659,2137.3164,16177.922,91936.297,963.50958,1623.3971,2653.9553,4297.9805,7094.0078,620.8092,1239.0251,2461.3999,4635.4912,8529.1475,7.8638554,.78157687,.7882008,7.7754707,.96896064,.55097759,6.9097662,.55323762,6.8473768,.75171047,7.5570412,.50544047,7.4996223,.70710063,8.1256046,.46503741,8.0574112,.70714462,8.8479528,.49444547,8.7838078,.72212684,-.067089327,-.040410519,.15461615,.18945265,.039312612,.022354474,.015293822,.0095269885,.0062158639,.0041889101,.0030594354,.0013613185
.13845831,.073252253,.011440381,.021135349,.020927591,.0036329459,.10790356,.6717881,.87901956,.25176066,.7305513,.6717881,-44092.621,-7844.8408,0,2744.356,54084.535,.095078088,.55668038,.89895862,.24545576,.74945009,.55668038,-25023.188,-6263.5083,0,5488.8726,52858.367,.10015066,.49888131,.89567381,.24948631,.74768823,.4925195,-22930.859,-4625.731,15.896196,13219.521,90406.133,.37631676,.49519536,.88130337,.37631676,.72165287,.37631676,0,0,142.88707,6214.3228,60130.137,.23823646,.49083617,.8992691,.23823646,.75524229,.23823646,0,6.2179842,1355.5205,10272.476,59681.953,.22459692,.49528304,.89416444,.24846746,.74204564,.22459692,0,52.28437,2433.9912,20150.113,104217.06,949.05768,1587.6191,2627.7068,4138.5684,7025.9819,640.98956,1286.9109,2528.1199,4899.7017,9083.541,7.8481107,.77573878,.78734535,7.8284106,.96940702,.54970986,6.9494638,.51443452,6.8112736,.74013638,7.5626292,.50419945,7.5030646,.68587959,8.0976896,.46811038,8.0782156,.71039456,8.8634892,.47343487,8.8046417,.6991573,.050146721,.070597172,.080460839,.18922663,.036907095,.023426585,.016141217,.0096977437,.0057787513,.0035356577,.0037960683,.0018566969
.12826046,.06856636,.011034312,.021506542,.019392028,.0036147367,.12055854,.73415959,.93662989,.30583572,.80519629,.73415959,-44092.621,-16110.821,0,87.437805,9018.0508,.10604394,.58337122,.90596813,.25258213,.75882888,.58337122,-27169.717,-6748.1772,0,4541.7705,45531.25,.10401007,.50111037,.9017368,.2530601,.74097687,.49585563,-23857.039,-4824.5239,6.0658622,13831.914,85687.664,.38622776,.51551855,.93665212,.38622776,.76831579,.38622776,0,0,99.032639,3215.6682,21714.168,.26259747,.50661844,.90636647,.26259747,.76181602,.26259747,0,0,1216.9956,9361.9551,51455.445,.22728075,.49184868,.90189457,.24927592,.74697357,.22728075,0,39.827187,2447.0024,19400.109,93638.273,945.14948,1597.4132,2692.4041,4175.6724,6817.5308,627.11609,1265.3552,2520.1257,4807.2236,9029.29,7.8472691,.77495754,.76587123,7.8139787,.97296512,.54135168,6.9211106,.55165642,6.8110504,.74413288,7.5655894,.48182616,7.5244684,.6977182,8.0884409,.44816712,8.0581646,.72041661,8.8175983,.48571894,8.8211775,.73050237,-.0089268982,-.0011558533,.11820987,.24013615,.033907231,.023024825,.011703686,.012576385,.0072005712,.0035458971,.0028605042,.0015747702
.14242315,.073021971,.011028266,.019667465,.020294232,.0039817402,.13846196,.68037575,.8902874,.28799373,.76055485,.68037575,-56195.98,-12559.173,0,649.71063,60130.137,.10427889,.57101697,.91542661,.25243676,.75595713,.57101697,-27169.717,-6695.0674,0,4702.0962,39375.34,.10207672,.50678474,.89877814,.25139749,.75227195,.50215405,-23507.713,-4725.1685,0,12489.869,88452.82,.36781624,.48948556,.8879655,.36781624,.73165625,.36781624,0,0,242.63449,5113.4468,60130.137,.25746462,.49412778,.91113466,.25746462,.75584495,.25746462,0,0,1309.7982,10172.742,48576.121,.24594404,.50975972,.89980471,.26627427,.74963737,.24594404,0,4.5464668,2141.7559,19182.416,96078.93,910.2381,1547.1511,2641.1423,4361.1152,7375.1636,633.99304,1252.4731,2522.1912,4750.0337,8705.8828,7.8539581,.81022298,.77644789,7.8024898,.96068138,.53492159,6.9283772,.56593174,6.8150549,.69823718,7.5407009,.50437874,7.49157,.70077157,8.0864115,.47601086,8.0850916,.70149469,8.8727703,.47936881,8.7713985,.74094409,.0076624965,.0094099045,.14165832,.11211872,.034815483,.025703523,.014351499,.0083774654,.0074381717,.0048530437,.0028509623,.0014539058
.13805062,.078477107,.011129053,.022541191,.019352211,.0041692397,.11776215,.65885139,.8962425,.24026851,.73049569,.65885139,-31399.486,-6861.0908,0,1657.5729,38895.781,.10329605,.57698911,.91064525,.24752839,.7485227,.57698911,-26768.436,-6342.3438,0,5656.3052,42746.328,.10788456,.51672846,.90859586,.25592884,.76260734,.51278901,-24933.191,-4941.3672,0,11411.875,75605.313,.36799055,.52944517,.89628208,.36799055,.72762686,.36799055,0,0,99.032639,6214.3228,44066.949,.25255427,.50653511,.91311359,.25255427,.75843298,.25255427,0,0,1236.8292,10195.542,51134.469,.24406746,.51269197,.90553743,.26714313,.75779825,.24406746,0,5.0236692,2109.9924,17470.049,88501.961,944.76147,1541.6549,2480.6716,4072.6482,6799.3721,632.02997,1265.3552,2508.4644,4854.2344,8965.2031,7.8158159,.77196908,.75895017,7.8131375,.96795827,.56046605,6.9685364,.53134608,6.8442421,.73422354,7.561842,.47685218,7.4906178,.69877481,8.0962906,.4830085,8.0691929,.68814677,8.8201466,.5168708,8.7976246,.71084136,.035805523,.0094099045,.20382635,.24013615,.033219833,.021224121,.014354001,.0096003367,.008240208,.0046568974,.0029239198,.0017320176
.13870233,.073093712,.011308711,.020719636,.01932607,.0042389799,.099777028,.70780361,.88925642,.28638959,.77200842,.70780361,-26074.639,-13323.712,0,341.97064,40154.086,.096651018,.56617904,.89331436,.24887028,.73355132,.56617904,-25515.908,-6415.083,0,6812.3291,55111.555,.098555118,.50072002,.90158051,.24931876,.74986416,.49696371,-22401.424,-4616.3076,11.016268,12815.098,86570.297,.38667062,.48086312,.88932329,.38667062,.77357632,.38667062,0,0,222.06187,3670.5037,47802.484,.24607256,.49269032,.89473319,.24607256,.73352242,.24607256,0,1.9603117,1327.2585,12718.052,63585.164,.23040834,.49770197,.9005338,.24943769,.75128669,.23040834,0,39.827187,2356.3992,18985.131,95481.117,979.03333,1613.7009,2675.5332,4246.646,7379.856,633.99304,1263.3733,2512.1355,4885.6382,8554.8037,7.8741255,.78569269,.79679775,7.8090992,.95550358,.5217976,6.949296,.52232087,6.8205938,.73397678,7.5670481,.50700092,7.5146809,.70463842,8.1167927,.47525409,8.0650787,.71309787,8.8638563,.5015583,8.7733679,.7053411,-.034215089,-.020494461,.059149917,.17774963,.031552479,.02421779,.013739974,.0086908899,.0084132552,.0038323144,.0029552716,.0023808023
.14469671,.068124034,.011968792,.020898433,.019172268,.0044922829,.06611605,.68593872,.9167372,.2726354,.77536792,.68593872,-21222.402,-9067.0586,0,199.13593,22221.088,.093266927,.56392139,.89721751,.23897234,.7464456,.56392139,-24262.574,-5820.2744,0,5580.4893,53460.805,.10666274,.51826787,.89938867,.25919813,.75970209,.51478577,-24708.918,-5113.1479,0,11755.24,88399.469,.37220407,.50950128,.9167372,.37220407,.80405003,.37220407,0,0,99.268799,2793.3289,23625.107,.24913059,.49403968,.8936345,.24913059,.7581318,.24913059,0,.95604968,1327.2585,9954.4395,63903.008,.23355652,.50508475,.89986455,.25571656,.75806481,.23355652,0,23.556011,2214.2209,17049.25,96134.898,953.92511,1617.1178,2621.2615,4179.0391,6924.4521,635.53992,1263.2094,2511.1724,4894.0049,8820.4395,7.8532696,.77862501,.77583081,7.8100686,.96331078,.53864771,6.9134603,.54942042,6.7978277,.7080614,7.5562119,.50154376,7.498333,.68932533,8.0973206,.47419673,8.0758162,.72207808,8.867713,.47540355,8.7824593,.71079749,.075090043,.053386688,.19299512,.18945265,.03147734,.021959329,.013341029,.011007491,.0077842684,.0046470291,.0035099962,.0021408512
.14248326,.07433819,.011689754,.021829801,.019312929,.0041462658,.10063067,.68936497,.90322638,.27380198,.78760391,.68936497,-26358.045,-11472.841,0,199.13593,33096.195,.10256644,.54202664,.89189404,.24483125,.7371664,.54202664,-26236.508,-6151.6006,0,6214.3228,57858.875,.11129962,.5114156,.91256678,.26975328,.75487804,.50714076,-25022.57,-5889.0024,0,12177.658,71356.266,.39232701,.52002919,.90826184,.39232701,.76218706,.39232701,0,0,95.604965,2947.3416,38711.707,.23788804,.47764853,.88865918,.23788804,.73549074,.23788804,0,4.2746329,1624.8994,12428.646,66709.695,.22355007,.50721598,.91337496,.24630105,.75406218,.22355007,0,54.084534,2158.3396,18165.332,81833.094,922.43597,1575.0785,2657.4099,4348.3374,7299.957,626.23657,1255.9174,2488.3955,4753.436,8728.7598,7.8644052,.80946332,.80920357,7.7930918,.96466184,.52556288,6.9045067,.56831276,6.8019719,.72854841,7.5586777,.46658584,7.5051742,.69936138,8.1185284,.44209129,8.0663462,.72015661,8.8798885,.50656337,8.7648916,.71296906,-.065525688,-.026987076,.17304844,.2946744,.032588538,.023014588,.014883529,.0087942518,.0077745202,.0041502314,.0029381802,.0025234283
.13250786,.081177019,.011309485,.021658676,.018627888,.0038824694,.10159506,.72770715,.91639876,.26275548,.74922913,.72770715,-26358.045,-9788.0098,0,1093.267,27008.502,.093402728,.57800359,.89746445,.24653068,.75334746,.57800359,-24583.879,-6415.083,0,4900.7793,53539.926,.094668113,.49319598,.89416021,.23628226,.73994857,.4879168,-21186.189,-3908.9087,61.17506,14288.708,95710.648,.40181068,.49840119,.92109227,.40181068,.7286275,.40181068,0,0,128.15097,4599.2505,33621.059,.25123614,.49298292,.89973503,.25123614,.74735659,.25123614,0,0,1342.5339,11430.857,60642.148,.22729072,.49345785,.89327121,.25106966,.74283856,.22729072,0,35.37067,2440.9709,19971.873,102879.65,915.29492,1565.7024,2614.271,4093.2781,7158.8076,632.02997,1286.9109,2583.2146,4963.3286,9314.8867,7.8359799,.79187626,.78147459,7.837121,.97678238,.54503274,6.895875,.56231356,6.8011918,.77920485,7.5609183,.50255698,7.512949,.70088208,8.106554,.45448646,8.0663786,.71777081,8.8459616,.49455842,8.809617,.70166534,-.034110505,-.0011558533,-.021914344,.0064735413,.033626676,.018865066,.014157378,.010244083,.0071034357,.003916516,.0035487043,.0017001724
