up,us,sp,ps,pu,su,nlw_p10_ecdf_1,nlw_p50_ecdf_1,nlw_p90_ecdf_1,nlw_p25_ecdf_1,nlw_p75_ecdf_1,nlw_share_leq0_1,nlw_p10_pctl_1,nlw_p25_pctl_1,nlw_p50_pctl_1,nlw_p75_pctl_1,nlw_p90_pctl_1,nlw_p10_ecdf_2,nlw_p50_ecdf_2,nlw_p90_ecdf_2,nlw_p25_ecdf_2,nlw_p75_ecdf_2,nlw_share_leq0_2,nlw_p10_pctl_2,nlw_p25_pctl_2,nlw_p50_pctl_2,nlw_p75_pctl_2,nlw_p90_pctl_2,nlw_p10_ecdf_3,nlw_p50_ecdf_3,nlw_p90_ecdf_3,nlw_p25_ecdf_3,nlw_p75_ecdf_3,nlw_share_leq0_3,nlw_p10_pctl_3,nlw_p25_pctl_3,nlw_p50_pctl_3,nlw_p75_pctl_3,nlw_p90_pctl_3,lqw_p10_ecdf_1,lqw_p50_ecdf_1,lqw_p90_ecdf_1,lqw_p25_ecdf_1,lqw_p75_ecdf_1,lqw_share_leq0_1,lqw_p10_pctl_1,lqw_p25_pctl_1,lqw_p50_pctl_1,lqw_p75_pctl_1,lqw_p90_pctl_1,lqw_p10_ecdf_2,lqw_p50_ecdf_2,lqw_p90_ecdf_2,lqw_p25_ecdf_2,lqw_p75_ecdf_2,lqw_share_leq0_2,lqw_p10_pctl_2,lqw_p25_pctl_2,lqw_p50_pctl_2,lqw_p75_pctl_2,lqw_p90_pctl_2,lqw_p10_ecdf_3,lqw_p50_ecdf_3,lqw_p90_ecdf_3,lqw_p25_ecdf_3,lqw_p75_ecdf_3,lqw_share_leq0_3,lqw_p10_pctl_3,lqw_p25_pctl_3,lqw_p50_pctl_3,lqw_p75_pctl_3,lqw_p90_pctl_3,ern_p10_pctl_2,ern_p25_pctl_2,ern_p50_pctl_2,ern_p75_pctl_2,ern_p90_pctl_2,ern_p10_pctl_3,ern_p25_pctl_3,ern_p50_pctl_3,ern_p75_pctl_3,ern_p90_pctl_3,lnern_avg_2,lnern_std_2,lnern_rho_2,lnern_avg_3,lnern_std_3,lnern_rho_3,lnern_avg_2_1,lnern_std_2_1,lnern_avg_3_1,lnern_std_3_1,lnern_avg_2_2,lnern_std_2_2,lnern_avg_3_2,lnern_std_3_2,lnern_avg_2_3,lnern_std_2_3,lnern_avg_3_3,lnern_std_3_3,lnern_avg_2_4,lnern_std_2_4,lnern_avg_3_4,lnern_std_3_4,dlnern_avg_ps,dlnern_p50_ps,dlnern_avg_sp,dlnern_p50_sp,pu_1,pu_2,pu_3,pu_4,su_1,su_2,su_3,su_4
.13197298,.073550321,.011922032,.021493265,.019480029,.0040023425,.11449608,.72379583,.88467377,.29171368,.79178452,.72379583,-29452.307,-13323.712,0,87.437805,48968.789,.09392488,.57305241,.89843911,.25077289,.75348288,.57305241,-23774.52,-6574.4976,0,4841.353,51134.469,.1054271,.50417906,.89648837,.25110927,.74803907,.49824965,-23935.865,-4756.0098,4.8928199,12947.116,92329.711,.39048332,.52287436,.88469481,.39048332,.76661503,.39048332,0,0,99.268799,2947.3416,49122.359,.24906661,.50147027,.90146327,.24906661,.75334084,.24906661,0,.97856396,1249.7771,10410.437,58042.539,.2292565,.50575387,.89547676,.25258258,.74587262,.2292565,0,30.505915,2220.6187,19811.242,102879.65,949.01642,1614.1165,2694.2876,4296.8682,7170.3726,637.79663,1263.2721,2523.2058,4898.3188,9120.0537,7.8676291,.79273462,.77280098,7.8202739,.97076613,.52838385,6.9182038,.56692058,6.8032198,.73699486,7.5713544,.48684216,7.4971972,.7011618,8.1142454,.47203708,8.07514,.71357518,8.8560228,.50782073,8.8024654,.72956246,-.0021598251,-.018465996,.0041197455,.021109581,.034000743,.024912531,.013193498,.0096384706,.0080622565,.0044497307,.0023655579,.0022594528
.13787517,.073677532,.012178981,.021898057,.020781755,.0035316609,.069975428,.65029007,.8659355,.22600271,.70919579,.65029007,-23805.637,-6006.7827,0,4397.8286,55084.094,.11739952,.55881578,.89903742,.25695872,.73666406,.55881578,-30097.611,-6932.2847,0,6297.0063,50396.953,.099288881,.51336366,.89459997,.25095239,.75576043,.50940496,-22803.984,-4677.9165,0,12131.725,92747.031,.34117875,.46984309,.87260962,.34117875,.69728315,.34117875,0,0,242.63449,10710.958,71125.336,.2490786,.48518169,.89957976,.2490786,.73829055,.2490786,0,.97856396,1435.9733,12483.322,59681.953,.23385715,.50801343,.89647841,.25541526,.7623328,.23385715,0,24.4641,2183.4719,16535.146,101256.8,954.50769,1587.3463,2648.8909,4489.7974,7345.6323,605.35413,1237.6997,2472.6531,4636.2715,8524.625,7.8696833,.79457051,.77592379,7.7709332,.97448272,.53874183,6.911737,.55889106,6.7862663,.74698126,7.5427527,.48693332,7.5049262,.70670205,8.1123648,.49253058,8.0753145,.72097856,8.8096266,.48043165,8.7562141,.73285872,.027418891,.041816235,.15464182,.24013615,.035662413,.027087903,.015848303,.0094158323,.0064616641,.0036324312,.0026986294,.0016338611
.13659796,.074605927,.011474182,.021631852,.018957626,.0037600379,.10983729,.6651206,.89255995,.2639834,.72525913,.6651206,-31399.486,-8673.0244,0,1994.6554,39920.25,.094424188,.58113897,.90731549,.25587124,.75715131,.58113897,-24583.879,-6903.2974,0,4632.644,45943.188,.098933332,.49937847,.88744205,.24650787,.74169469,.49516276,-22764.646,-4438.1924,12.853149,13866.79,103648.02,.3647224,.48675787,.89020556,.3647224,.7414183,.3647224,0,0,196.03116,4421.0122,39920.25,.24608713,.50929731,.90682113,.24608713,.75899321,.24608713,0,2.2658179,1177.2346,9890.291,53857.707,.22475514,.49502698,.88525689,.2507605,.74162465,.22475514,0,36.120892,2362.5842,19971.873,109964.42,976.81873,1612.009,2731.6929,4246.2539,7139.543,629.53723,1283.8425,2571.8694,4908.832,9315.6436,7.8746867,.77723151,.78561395,7.8353839,.98050648,.56099457,6.9370165,.54585052,6.8327184,.748501,7.5801301,.48005959,7.4915085,.68877524,8.0949373,.45415333,8.0723982,.71488315,8.8598375,.49795431,8.8340168,.72555429,.0012949214,.014923096,.21226114,.32642269,.030322088,.02523239,.013781265,.0081487633,.0067833508,.0044507291,.0031384493,.0015834573
.13238309,.07549426,.011542711,.020250702,.018779952,.0043200343,.11100332,.70882076,.91063207,.28113124,.77045536,.70882076,-40744.438,-11016.268,0,343.85654,22579.441,.098966539,.55841798,.89954668,.24758168,.73881567,.55841798,-25643.523,-6349.0508,0,5927.5078,50238.457,.10506319,.49707058,.8895632,.25083676,.74381131,.4915776,-24247.139,-4725.1685,24.339912,13617.979,97943.18,.3778072,.48099199,.91065401,.3778072,.7470237,.3778072,0,0,196.03116,4247.3188,27711.17,.2453431,.48534644,.89370102,.2453431,.72873306,.2453431,0,2.3177457,1431.7616,12743.447,62841.891,.22980024,.49004516,.89204556,.25139964,.74332118,.22980024,0,35.37067,2499.7612,19884.465,102879.65,1008.8764,1591.1643,2595.9033,4453.0986,7368.4507,629.39386,1280.715,2542.0083,5001.8755,9419.6309,7.8773589,.79714197,.80944723,7.8371625,.98753518,.55551046,6.9593477,.51611596,6.807796,.72298831,7.5432043,.47019219,7.5171409,.71620303,8.1020451,.47084016,8.0863209,.70079178,8.8871078,.50684243,8.8309441,.73289138,.0062250723,.0029182434,.17638539,.32642269,.034290925,.0208371,.014496857,.010028873,.0081053991,.0050383969,.0033151992,.0016286991
.1394114,.073791042,.011761706,.021207232,.018921657,.0036663495,.089618772,.65515912,.89027607,.21065858,.73884624,.65515912,-25104.029,-6056.0332,0,1274.6868,40154.086,.092737168,.58799338,.90975893,.25135323,.77394569,.58799338,-23706.207,-6589.4243,0,3481.2051,44093.723,.10322816,.506019,.89434612,.26057369,.74458289,.50151563,-23634.107,-5293.8418,0,13438.379,93489.188,.35604027,.49269676,.89027607,.35604027,.74901205,.35604027,0,0,128.15097,4240.082,44685.73,.25454554,.51438093,.91017115,.25454554,.77356309,.25454554,0,0,1166.9352,8648.1943,49825.906,.22514419,.49417365,.89570034,.24733672,.7447294,.22514419,0,55.302441,2440.9709,19811.242,101256.8,945.99445,1588.8497,2625.552,4266.3652,7003.8452,632.02997,1276.078,2546.8528,4916.8091,8954.6826,7.8548965,.7830292,.78517479,7.8251457,.97020304,.54574567,6.9355464,.5528937,6.7982635,.71299541,7.5618739,.49363923,7.5040779,.71909195,8.0912294,.47329527,8.0755053,.7094031,8.8483305,.48620793,8.7764006,.7318275,.045985691,.064152241,.081589825,.14019775,.032902658,.02378617,.014566224,.0082512042,.0074159089,.003993745,.0031279561,.0011328059
.12926322,.076384418,.010984774,.021848172,.017528411,.0043449826,.10598586,.65357983,.90500969,.22025155,.72328311,.65357983,-26807.656,-6287.6621,0,3071.3594,27008.502,.09919589,.58591765,.8992607,.25155735,.76025569,.58591765,-25643.523,-6589.4243,0,4536.1616,51134.469,.10118941,.49767634,.90798515,.25384134,.75631648,.49319237,-23183.766,-4842.4824,15.896196,12157.888,77193.383,.32910851,.44964042,.91241062,.32910851,.68468887,.32910851,0,0,336.58585,6933.395,38711.707,.2518374,.5003655,.8978709,.2518374,.76056165,.2518374,0,0,1265.3552,9598.7393,62346.941,.21974726,.49964687,.90606242,.24462897,.75299942,.21974726,0,56.772129,2317.7456,18537.916,88701.289,941.47107,1562.2419,2563.9583,4346.5293,7339.6221,621.875,1267.4994,2561.4299,4959.7578,9237.0566,7.8486562,.7999118,.77418345,7.825758,.9847337,.54943883,6.9299078,.53559256,6.8207917,.75409204,7.5492902,.49500987,7.4926467,.71997106,8.10987,.48501331,8.0672226,.70036358,8.8248367,.53486991,8.7970419,.73508763,.082976595,.053386688,.054925364,.11211872,.030518051,.020957382,.014947336,.0067083342,.0073543591,.0058659208,.0030600473,.0013480217
.14048153,.078840122,.01143419,.021229751,.019849423,.0043771286,.09004201,.64385551,.85526741,.21674569,.6953038,.64385551,-25104.029,-6163.4849,0,4461.6606,100498.9,.091991931,.55961478,.89955944,.22814921,.74365157,.55961478,-23335.682,-5300.2842,0,5927.5078,52227.102,.097555995,.49413225,.88909227,.24224252,.74104565,.48747206,-22402.791,-4246.1035,48.500275,14238.849,100352.92,.34284645,.46499085,.8575024,.34284645,.68253911,.34284645,0,0,242.63449,9168.2988,100498.9,.2405045,.49212891,.90023679,.2405045,.74214619,.2405045,0,6.6097603,1363.9401,11778.005,58807.305,.22463422,.50409818,.88915414,.25170276,.73899418,.22463422,0,35.37067,2220.6187,20625.145,108829.39,954.67175,1566.4209,2590.7825,4253.9966,7456.3887,633.47754,1271.79,2517.113,4923.2734,9296.1436,7.8579283,.79443228,.78200966,7.8244934,.97365046,.54901534,6.9395041,.51944578,6.798584,.72578275,7.5610557,.49843359,7.5038757,.69955653,8.1047249,.47538811,8.0811014,.7053166,8.8679628,.51563227,8.8284464,.7186538,.04662101,.053386688,.11541135,.17774963,.03322437,.023992965,.01361968,.010863096,.0073908046,.0051983879,.00277547,.0032536089
.13413477,.074486054,.010967229,.021023987,.018454896,.0038262876,.10726041,.63858044,.90443861,.22474621,.70799452,.63858044,-29452.307,-4665.7393,0,2772.9138,34523.5,.10144936,.57165688,.89868712,.25188261,.75744802,.57165688,-26615.088,-6748.1772,0,4632.644,50981.477,.097015247,.50564116,.90093589,.24535058,.74671113,.49951312,-22095.156,-4398.3491,1.1567152,13187.132,86455.352,.34774348,.48247766,.90678203,.34774348,.70011765,.34774348,0,0,192.81056,8033.2188,38711.707,.24257486,.49409026,.89870495,.24257486,.75863349,.24257486,0,4.2746329,1326.3135,9788.0098,61519.129,.23389941,.5032714,.90132278,.26173276,.75216889,.23389941,0,12.853149,2259.7717,18537.916,93638.273,950.98956,1572.0886,2625.7813,4359.418,7443.6953,631.45374,1258.9196,2508.6736,4824.3545,8905.1289,7.8619232,.79379576,.77141756,7.8111339,.9686833,.54485589,6.9230962,.54641193,6.8245788,.71366817,7.563971,.50877959,7.4964261,.71499413,8.1099291,.47402498,8.0572958,.70574903,8.8439846,.4624747,8.8032379,.72663939,-.0099645639,-.0011558533,.16787994,.30352449,.033406187,.023157544,.013264792,.0091873957,.0078366315,.0044754911,.0025942798,.0011161846
.1388693,.07082051,.011536504,.0217447,.019553853,.0042065014,.095056295,.66498721,.90764064,.25511,.74291492,.66498721,-25763.906,-7844.8408,0,1582.0942,33621.059,.1073135,.59316993,.89925051,.26077238,.76621431,.59316993,-28771.154,-7272.3101,0,3747.9666,51237.66,.10958578,.51857919,.90992838,.26811448,.76777083,.51270849,-24979.738,-5723.5508,0,11023.431,72884.461,.37616953,.51334453,.9076609,.37616953,.75629026,.37616953,0,0,115.88728,3796.0657,33621.059,.2646175,.51951933,.90240997,.2646175,.7659201,.2646175,0,0,1135.1748,8890.0957,57058.16,.22966027,.49964714,.91089797,.25680807,.76764905,.22966027,0,24.4641,2317.7456,16063.169,82048.195,941.68964,1537.0704,2542.1597,4080.655,6793.5073,631.43945,1261.7955,2514.4236,4898.3188,8887.8301,7.8250318,.77753544,.76217067,7.8155975,.97120595,.5323649,6.9186554,.54874855,6.8282022,.73236108,7.5771384,.46197635,7.4760838,.69705111,8.1071463,.47158769,8.0807085,.72156936,8.8154011,.49140048,8.8080845,.72739911,-.013579323,.053386688,.071148418,.17183495,.034322623,.023494851,.012881538,.007734641,.0081431912,.0042380588,.0028980391,.001651076
.13487118,.072477564,.011810555,.020126527,.018662771,.0037197347,.084205374,.66830748,.9239803,.26516175,.76346546,.66830748,-22363.199,-8673.0244,0,588.90027,22579.441,.10774184,.58028924,.90047425,.26153055,.74792707,.58028924,-27964.693,-7339.2295,0,5351.0664,49926.191,.094038472,.4981674,.90176278,.24071178,.75556034,.4943639,-21408.99,-4280.8535,18.649313,12123.637,84911.695,.34965736,.48965269,.92610419,.34965736,.79140329,.34965736,0,0,196.03116,2355.6011,27711.17,.26657665,.50959712,.90009773,.26657665,.75141442,.26657665,0,0,1177.0105,10512.171,59017.379,.2298843,.49935097,.90209234,.25161439,.75509232,.2298843,0,35.438763,2317.7456,17896.797,94189.086,975.73236,1594.735,2600.3042,4207.2534,7303.7476,624.38348,1254.2322,2528.1199,4997.6514,9422.9658,7.8564143,.78249651,.80265647,7.8221488,.99329698,.54479235,6.9478016,.53705424,6.8070149,.72671515,7.5651827,.47719008,7.5045671,.73086345,8.0830536,.48544714,8.0781469,.73286837,8.8719416,.46781474,8.8167849,.71709359,-.062217016,-.020494461,.091720611,.17183495,.02820755,.023917502,.014764975,.0083040511,.0074299425,.0042862659,.0026770865,.0010395377
.13550116,.072684236,.010648618,.02097171,.019271411,.0040134336,.110109,.65068537,.89326978,.26909128,.73775148,.65068537,-26807.656,-9411.0742,0,1582.0942,43703.5,.091279298,.54822743,.9012202,.23519525,.74356973,.54822743,-23866.867,-5794.3643,0,5891.0269,49391.738,.091578238,.49587485,.90286666,.24637231,.74846244,.49313709,-20972.449,-4438.1924,23.862692,12953.309,85880.539,.40486434,.51200724,.89077932,.40486434,.74691075,.40486434,0,0,99.268799,4599.2505,44685.73,.24370959,.48818022,.90403342,.24370959,.74488401,.24370959,0,4.6185284,1399.4656,11296.305,55523.652,.21928747,.48778665,.90265185,.23761554,.74972236,.21928747,0,95.392517,2537.4409,19161.043,93593.883,907.35876,1567.108,2556.6208,4148.9321,7119.6333,636.7132,1280.5653,2542.1597,4923.2734,9210.9014,7.8320184,.80167836,.76722527,7.8278446,.97164601,.5178073,6.9120374,.5672273,6.7991953,.73455936,7.5702357,.49589774,7.5126166,.70392263,8.1072569,.46837351,8.0824366,.71266836,8.8658848,.49134266,8.82166,.71802032,.0085828593,-.018465996,.19747566,.26923561,.033266168,.021926917,.015040688,.007488172,.0078152483,.0045777885,.0024703708,.0018399018
.12910555,.076313689,.01128355,.02191305,.019937534,.0040218621,.077110127,.68111056,.87503123,.22111717,.7386536,.68111056,-20277.602,-6056.0332,0,1606.6437,54084.535,.094694637,.55023056,.90146077,.23776025,.73627967,.55023056,-24583.879,-5960.8022,0,6297.0063,48623.949,.10600897,.50285494,.89660972,.25979632,.74669951,.49781352,-24104.23,-5205.2183,5.3554792,13278.27,90110.867,.38304308,.50243098,.87733424,.38304308,.72756851,.38304308,0,0,115.88728,5783.5757,55084.094,.23470278,.49086881,.89928138,.23470278,.7412746,.23470278,0,12.432876,1367.6163,11593.49,59732.789,.22518557,.50604105,.89837331,.24960166,.7492674,.22518557,0,39.29789,2204.6863,19263.84,99032.641,999.27844,1667.4185,2807.8765,4315.3237,7518.5039,642.56207,1262.8789,2518.533,4822.3965,8905.1289,7.8989892,.7859242,.78603655,7.8165874,.96153629,.53942293,6.9325876,.57266253,6.8398337,.74571055,7.5750895,.47003371,7.4889269,.69653344,8.105689,.45916852,8.0647917,.71759248,8.8590574,.50644052,8.7893133,.70088506,-.075219318,-.087451935,.20623058,.32642269,.037412528,.024088269,.014620892,.0091628172,.0069663259,.0040242756,.0036422384,.0017304992
.12969166,.071875833,.011547443,.021327827,.019264508,.0044706617,.13457155,.64164215,.88660002,.26786026,.7261228,.64164215,-42454.066,-9976.5146,0,1994.6554,49122.359,.097316451,.57515496,.90313756,.24855024,.75324363,.57515496,-25307.105,-6371.0127,0,4648.1787,48526.898,.096703671,.49660066,.90127784,.24171227,.74085361,.49085736,-22121.225,-4280.8535,23.862692,13866.79,86620.516,.38485309,.48780498,.89126986,.38485309,.74322587,.38485309,0,0,196.03116,4247.3188,54084.535,.24913001,.49359459,.90375197,.24913001,.75323999,.24913001,0,.95604968,1321.9521,10400.093,55673.293,.22383149,.49708316,.9010486,.24936186,.74811202,.22383149,0,47.251682,2407.98,19322.484,95040.641,963.7901,1598.4762,2697.741,4381.3784,7094.0078,627.12079,1264.0599,2514.49,4805.2983,8838.1699,7.8683147,.77142864,.76738542,7.8110204,.9681592,.5350064,6.9472833,.5203985,6.7822685,.72149128,7.5655088,.49971753,7.5096817,.71091104,8.1121302,.47404897,8.0617018,.70645738,8.8195238,.4679192,8.78475,.73187053,-.017974211,-.068805218,.26967463,.26923561,.039137859,.021827234,.014005889,.0080839014,.0087591028,.0044003604,.0034386157,.0017588419
.12886278,.074157864,.011008674,.021757608,.019195266,.0042098486,.12239998,.67646605,.91852301,.26698765,.76093715,.67646605,-31399.486,-9067.0586,0,621.7984,28900.809,.099526703,.55971611,.89968032,.23994125,.74167544,.55971611,-25481.953,-6155.8042,0,5905.999,50981.477,.10462011,.50072908,.90526599,.2532464,.74493432,.49417719,-24133.992,-4772.5386,10.702133,13570.128,81618.477,.37158337,.50335586,.9208945,.37158337,.7342447,.37158337,0,0,115.88728,5113.4468,33621.059,.25003496,.49886876,.897452,.25003496,.74428737,.25003496,0,0,1282.3899,11290.657,61235.918,.22570674,.48879048,.90613264,.24969816,.74433237,.22570674,0,39.827187,2511.2671,19811.242,89675.547,984.65472,1635.0771,2709.1799,4467.4399,7488.7285,633.99304,1255.9174,2510.8574,4956.4106,9164.3457,7.891386,.78494024,.79687327,7.8188543,.97578543,.55116838,6.9443302,.51368827,6.8167772,.71849751,7.5543933,.50272483,7.5178385,.71649545,8.113677,.46996304,8.0706272,.69996262,8.8302984,.50877976,8.8097868,.71611893,-.00013320375,-.054571152,.11321256,.17183495,.039527141,.021777978,.016413691,.0066716699,.0068184938,.0049965731,.0038583002,.0013906553
.13594791,.078204632,.011346842,.020826025,.020220913,.0039821761,.095178448,.6936698,.90280408,.28491944,.77398032,.6936698,-25763.906,-12559.173,0,341.97064,33621.059,.10395254,.56621623,.89571542,.25488225,.73936981,.56621623,-27478.355,-6740.2412,0,6102.4272,54134.133,.11018999,.49411365,.89604002,.24910076,.74515688,.48860157,-25337.416,-4625.731,59.001308,13327.038,89231.766,.38432589,.52212042,.90524572,.38432589,.77270526,.38432589,0,0,99.032639,2942.9956,34273.996,.24281977,.49238181,.8965894,.24281977,.74079442,.24281977,0,5.9064603,1385.5585,11782.054,62285,.21579869,.49761778,.8963412,.23716056,.74700046,.21579869,0,86.868584,2356.3992,19827.166,99927.844,962.18671,1615.5126,2746.271,4321.6714,7021.9038,632.02997,1269.6116,2511.9292,4852.6899,8718.8359,7.8736587,.77510285,.77934712,7.8119321,.96060485,.54149306,6.908833,.55141771,6.8498697,.7800712,7.5549889,.46844518,7.4907908,.69033772,8.1144714,.44583541,8.0588169,.72292435,8.8426495,.4821215,8.7846403,.6928851,.058921993,.053386688,.12805174,.074792385,.041338824,.02488967,.011910919,.0092149684,.0073055527,.0045938771,.0028302646,.0022820076
.14775831,.073473223,.011342423,.022065729,.019719565,.0045896871,.10519154,.7177189,.92385638,.22078973,.80039918,.7177189,-26358.045,-4665.7393,0,87.437805,20976.182,.105303,.5619579,.89358896,.2380306,.74120545,.5619579,-27155.797,-5799.7681,0,5927.5078,56655.738,.10029188,.49926931,.90851253,.25013173,.74333262,.49541867,-22935.646,-4635.4912,12.853149,13544.706,77103.211,.44293204,.56713927,.92388082,.44293204,.79022592,.44293204,0,0,17.951899,2793.3289,24857.193,.24373609,.49038255,.8911705,.24373609,.74070609,.24373609,0,1.9603117,1375.9498,11923.877,63903.008,.22181346,.49953702,.90722233,.24725688,.74164045,.22181346,0,43.515064,2317.7456,20518.238,88501.961,938.48529,1514.1547,2593.0027,4251.5942,7494.3804,625.64508,1255.1449,2511.2671,4842.833,9030.2539,7.8467765,.80176121,.79558814,7.8059893,.97205633,.53147733,6.9533839,.52016431,6.8134284,.72201526,7.5475602,.50568712,7.4976501,.71470106,8.1109734,.48498526,8.0716448,.71314532,8.8594923,.48993656,8.7793722,.73622817,.035510723,.064152241,.1503382,.17774963,.034820769,.021659033,.014492078,.0089493105,.0093696509,.0042047929,.002667872,.0026314971
.14147155,.076014489,.012722333,.020792959,.019532021,.0040029651,.12217706,.68337345,.90837806,.2415213,.78281122,.68337345,-35983.883,-6590.7964,0,343.85654,22938.537,.10284681,.55816925,.89751709,.25766581,.73568207,.55816925,-26385.51,-6969.623,0,6401.2393,51493.035,.10377052,.49592435,.89848143,.24763958,.75107735,.49102491,-23748.188,-4476.334,55.081337,12596.948,88672.18,.39911881,.5278092,.91086453,.39911881,.79931337,.39911881,0,0,99.268799,2664.1831,29919.83,.24392872,.49050191,.89583534,.24392872,.74028772,.24392872,0,4.2746329,1363.5062,12026.459,62841.891,.22063644,.49699184,.90145034,.24473603,.75085765,.22063644,0,56.645447,2358.0447,18966.729,94475.844,964.29016,1585.339,2629.0371,4473.8667,7533.9248,627.11609,1260.8466,2510.8574,4894.0049,9224.9961,7.8751097,.79959321,.77780455,7.8161449,.97671759,.54676634,6.9387889,.54520166,6.7884159,.72866267,7.5480189,.47261921,7.5015783,.70227802,8.1032696,.4923079,8.0604286,.73267817,8.8426771,.49536419,8.7962904,.71810079,-.087923855,-.054571152,.10739844,.24013615,.034840614,.023309771,.013121118,.0094538555,.0080048414,.0039278073,.0025926228,.0021424235
.13495958,.077629939,.01102645,.021283915,.019691646,.0042953291,.099075295,.61555761,.85112715,.25863868,.68803972,.61555761,-26074.639,-9411.0742,0,4397.8286,83889.672,.1025964,.5634234,.89911699,.23966777,.73949498,.5634234,-26639.521,-5948.7847,0,5905.999,50981.477,.097184263,.49053979,.89708012,.24521516,.7388587,.48463145,-22384.742,-4421.0122,95.392517,14288.708,90312.703,.31150669,.46366724,.85360795,.31150669,.7020964,.31150669,0,0,248.1541,10329.33,83889.672,.24228725,.49936324,.9017483,.24228725,.75146216,.24228725,0,4.6185284,1282.3899,10512.171,58583.301,.22389466,.50751507,.89741164,.24913995,.74082971,.22389466,0,39.827187,2195.7463,20509.391,99732.766,989.61115,1614.1405,2670.9014,4339.4702,7480.6074,627.91138,1255.4287,2508.4644,4898.3188,9100.958,7.8816009,.78283209,.75089663,7.8108182,.97866738,.55560213,6.9525461,.52498305,6.8091979,.736534,7.5718346,.48204771,7.5037198,.68162459,8.0863085,.50340873,8.0663834,.72879845,8.8643446,.49854591,8.8021164,.72887647,.1170961,.083089828,.035071976,.17183495,.035437852,.024645278,.013786307,.0083489139,.0075583393,.0047466336,.0032102815,.0025233396
.12929814,.073734745,.011053455,.021470612,.018833583,.0040143356,.0961354,.67587644,.93755388,.23095989,.80992579,.67587644,-25763.906,-6287.6621,0,95.450768,16732.691,.10209683,.58525622,.90494525,.25527596,.76139253,.58525622,-26236.508,-6932.2847,0,4280.8535,46616.777,.10516988,.50774878,.89838463,.26132745,.74568105,.50173652,-24104.23,-5216.6416,0,13363.108,89217.398,.40361309,.58450264,.9375757,.40361309,.82667768,.40361309,0,0,73.392296,1712.9017,18356.154,.25487551,.52388638,.90448642,.25487551,.76055276,.25487551,0,0,1117.1935,9441.1094,53460.805,.22344287,.50524217,.89743739,.24314207,.74339753,.22344287,0,58.850525,2265.8179,19921.955,98433.852,949.01642,1571.0533,2611.2917,4175.9512,7074.1338,657.59192,1362.6719,2656.6416,5056.2397,9335.7754,7.8534985,.79068893,.78545469,7.8658199,.97128409,.54243183,6.9299617,.53679484,6.8072767,.72265095,7.5587392,.48606655,7.5038896,.71722609,8.0952168,.46980456,8.0917997,.71442819,8.8399057,.52703071,8.8003349,.70482415,.04695756,.053386688,.10874364,.20828581,.03211914,.022933474,.014366282,.0094392924,.0084384046,.004610267,.0027343498,.0014809427
.13390352,.076239653,.011818584,.022631798,.019465011,.004115602,.13011602,.65120983,.86989218,.27606434,.71384299,.65120983,-44092.621,-13323.712,0,2521.6389,54084.535,.098253123,.55378485,.89264536,.24272507,.73355353,.55378485,-25543.627,-6154.2217,0,6861.0908,54254.625,.10765825,.49765617,.90469813,.254796,.7511189,.49350592,-24824.59,-4894.0049,19.051611,12616.445,80764.867,.3586368,.46083486,.87382573,.3586368,.72342449,.3586368,0,0,248.1541,5113.4468,55084.094,.25226837,.48184827,.89306682,.25226837,.73198158,.25226837,0,0,1494.6576,12448.382,62841.891,.21885434,.48945355,.90547234,.24452265,.75658333,.21885434,0,56.772129,2533.7415,17825.875,90312.703,944.97559,1537.1769,2664.3015,4315.3237,7447.7432,635.53992,1257.5084,2506.9553,4681.7573,8630.1807,7.8634124,.79894149,.7943716,7.7950544,.95890224,.51806319,6.9378972,.51699138,6.8238945,.72842902,7.5631437,.50598925,7.4960084,.68638515,8.1104021,.49102879,8.0730619,.72811121,8.8652477,.48922634,8.7741013,.72806513,-.010192446,-.040410519,.1096559,.24864006,.031725213,.023229407,.015143461,.011547516,.0070475801,.0045069507,.003208196,.002322033
.14249937,.073585935,.010670181,.022137972,.020200118,.0042641675,.084552594,.6346032,.87173963,.21521294,.72878766,.6346032,-22800.541,-4140.2422,0,1994.6554,83889.672,.1006289,.56391042,.90062028,.24523152,.74467367,.56391042,-26236.508,-6240.3721,0,5701.9106,49926.191,.09880355,.49829161,.89729148,.24603195,.75631052,.49293983,-22657.488,-4546.4668,17.714973,11774.225,89283.773,.41145685,.51873672,.87173963,.41145685,.74334896,.41145685,0,0,104.00093,4391.1504,83889.672,.25434086,.47105747,.90031177,.25434086,.74390179,.25434086,0,0,1620.9281,11430.966,59017.379,.22973388,.49419284,.89922512,.2507557,.75089413,.22973388,0,37.677521,2456.6277,18985.131,97707.227,988.9751,1607.2109,2619.6602,4175.3154,6929.4058,634.80579,1255.8228,2510.2898,4711.2021,8905.9414,7.8550282,.75991148,.77177477,7.8057437,.96532178,.53031141,6.9307895,.50966609,6.8165994,.73551506,7.5788994,.49151534,7.4919124,.7117033,8.0894642,.47556958,8.0607901,.70641649,8.857688,.45410287,8.795207,.74083358,-.065934353,-.026987076,.22112803,.26923561,.038937945,.023284776,.014571951,.010075209,.0069802655,.0044920845,.0033641213,.0027636113
